,Genome ID,Genome Name,Species,Strain,Label,Date Inserted,Host Health,Disease,Isolation Source,Isolation Comments,Other Clinical,Comments,GenBank Accessions,NCBI Taxon ID
463,99807.3,Corynebacterium auriscanis CIP 106629,Corynebacterium auriscanis,CIP 106629,HP,2015-03-12T14:02:52.237Z,,,"dog ear infection, with clinical manifestations of bilateral otitis","isolated in United Kingdom from dog ear infection, with clinical manifestations of bilateral otitis",,"Corynebacterium auriscanis strain CIP 106629 isolated in United Kingdom from dog ear infection, with clinical manifestations of bilateral otitis.",JRVJ00000000,99807
464,86105.3,endosymbiont of Acanthamoeba sp. UWC36,Candidatus Jidaibacter acanthamoeba,UWC36,HP,2015-03-12T14:02:29.232Z,,,the cornea of a keratitis patient,isolated from the cornea of a keratitis patient,,"Genome sequencing of the 1999 described &quot;endosymbiont of Acanthamoeba sp. UWC36&quot; (Fritsche et al., 1999), which was isolated from the cornea of a keratitis patient.",JSWE00000000,86105
465,437752.3,Leptospira kirschneri serovar Mozdok 61H,Leptospira kirschneri,61H,HP,2015-03-12T13:54:22.093Z,,,Blood,,,Genome sequencing of a new strain of Leptospira kirschneri serovar Mozdok isolated from clinical samples,JSVJ00000000,437752
466,370622.3,Aureimonas altamirensis ON-56566,Aureimonas altamirensis,ON-56566,HP,2015-03-12T13:53:49.163Z,,,the blood culture of a female patient who presented with a dog bite,isolated from the blood culture of a female patient who presented with a dog bite,,Aurantimonas altamirensis (A. altamirensis) is a recently described aerobic gram-negative bacillus of possible pathogenicity to humans. A. altamirensis ON-56566 was isolated from the blood culture of a female patient who presented with a dog bite.,JRFJ00000000,370622
467,343874.4,Empedobacter falsenii 282,Empedobacter falsenii,282,HP,2015-03-12T13:53:41.683Z,,,cervical abscess,,,Wautersiella falsenii clinical strain (Wf282),JSYQ00000000,343874
468,29495.16,Vibrio navarrensis 08-2462,Vibrio navarrensis,Aug-62,HP,2015-03-12T13:53:07.297Z,,,"Clinical, blood",,,Characterization of Vibrio navarrensis isolates associated with human illness.,JMCI00000000,29495
469,196.40,Campylobacter fetus MMM01,Campylobacter fetus,MMM01,HP,2015-03-12T13:48:37.232Z,,,Blood culture,,,Genome sequencing of Campylobacter fetus isolated from blood culture of a patient who died with sepsis;many frameshifted proteins,JRKX00000000,196
470,176090.4,Streptococcus sinensis HKU4,Streptococcus sinensis,HKU4,HP,2015-03-12T13:48:27.417Z,,,blood culture of a patient withinfective endocarditis,,,S. sinensis is an emerging pathogen of global importance,JPEN00000000,176090
471,1682.13,Bifidobacterium longum subsp. infantis BIC1206122787,Bifidobacterium longum,BIC1206122787,NHP,2015-03-12T13:48:22.144Z,,,probiotics capsules,isolated directly from probiotics capsules,,Administration of probiotics to premature newborns prevents necrotizing enterocolitis and reduces all cause mortality. Two cases of Bifidobacterium infantis bacteremia were diagnosed in newborns receiving probiotics. This study describes the sequence of the two strains causing bacteremia retrieved by blood culture and six other strains isolated directly from probiotics capsules. DNA was sequenced on an Illumina MiSeq system with a 2x150 bp run. SNP analysis was performed to confirm the probiotic origin of the B. infantis strain recovered from neonates with bacteremia.,CCWN00000000,1682
472,1577792.3,Terrisporobacter sp. 08-306576,Terrisporobacter othiniensis,08-306576,HP,2015-03-12T13:47:34.912Z,,,Blood stream of bacteremia patient,,,The project's goal is to assemble and annotate a draft genome of a yet unknown species of the genus Terrisporobacter.,JWHR00000000,1577792
473,1571816.3,Enterobacter sp. FB,Enterobacter roggenkampii,FB,HP,2015-03-12T13:47:30.146Z,,,bacterial sepsis female patient,"isolated from a bacterial sepsis female patient in Zhejiang Province, China",,"Enterobacter sp. FB is a bacterium isolated from a bacterial sepsis female patient in Zhejiang Province, China.",JSZC00000000,1571816
474,1561217.3,Acinetobacter sp. A47,Acinetobacter sp. A47,A47,HP,2015-03-12T13:47:22.550Z,,,soft tissue samples,,,Acinetobacter A47: a taxonomically unique Acinetobacter clinical strain with proteolytic and hemolytic activities.,JSUS00000000,1561217
475,1491.351,Clostridium botulinum CFSAN024410,Clostridium botulinum,CFSAN024410,HP,2015-03-12T13:45:52.312Z,,,infant stool,,,Draft and complete genome sequences of foodborne bacterial pathogens collected for research purposes at the FDA's Center for Food Safety and Applied Nutrition.,JSCF00000000,1491
476,1450519.3,Dermabacter hominis 1368,Dermabacter hominis,1368,HP,2015-03-12T13:45:28.752Z,,,blood,,,Genome sequencing of daptomycin-resistant clinical strain Dermabacter hominis 1368 isolated from blood cultures of a patient suffering of pyelonephritis,JDRS00000000,1450519
477,1472720.3,Staphylococcus sp. TE8,Staphylococcus sp. TE8,TE8,NHP,2014-12-09T00:36:26.105Z,,,healthy human skin,isolate from healthy human skin,,Bacterial isolate from healthy human skin.,JMGB00000000,1472720
478,992142.3,Yersinia pestis PY-16,Yersinia pestis,PY-16,HP,2014-12-08T22:13:51.520Z,,Bubonic plague;Pneumonic plague;Seticemic plague,blood,,,"Phylogenomics Of Yersinia Pestis - Plague Spread, Zoonotic Disease, And Forensics",AKSB00000000,992142
479,1194086.3,Yersinia enterocolitica subsp. enterocolitica WA-314,Yersinia enterocolitica,WA-314,HP,2014-12-08T22:13:50.980Z,,Yersiniosis,blood,,,"Highly virulent Yersinia enterocolitica WA-314 strain displays in vivo and in vitro differences with another high virulence strain. The genome sequence has been used for comparative analysis.  Highly virulent strain, bioserotype 1B/O:8",AKKR00000000,1194086
480,992012.3,Vibrio sp. HENC-03,Vibrio sp. HENC-03,HENC-03,HP,2014-12-08T22:13:48.595Z,,Cholera,environmental,,,-,AJSS00000000,992012
481,756012.3,Vibrio mimicus SX-4,Vibrio mimicus,SX-4,HP,2014-12-08T22:13:46.685Z,cholera-like diarrhea,Diarrhea;internal infections,diarrheal patient,,,"Vibrio mimicus SX-4, most similar to V. cholerae, is a microbe present in the natural environmental and sometimes causes diarrhea and internal infections in humans.",ADOO00000000,756012
482,764291.3,Streptococcus urinalis 2285-97,Streptococcus urinalis,2285-97,HP,2014-12-08T22:13:38.183Z,Patient with cystitis,Urinary tract infection,Human; urine,"Human urine,55-yr-old female with cystitis",,Streptococcus urinalis 2285-97.This is the type strain and will be used for comparative analysis.,AEUZ00000000,764291
483,1333864.3,Streptococcus tigurinus 2425,Streptococcus oralis,2425,HP,2014-12-08T22:13:38.137Z,,,prosthetic joint infection,,,Streptococcus tigurinus small colony variants in a patient with prosthetic joint infection.,ASWZ00000000,1333864
484,1227275.3,Streptococcus sobrinus W1703,Streptococcus sobrinus,W1703,HP,2014-12-08T22:13:36.734Z,,Pericoronitis,dental plaque biofilm of the third molar tooth of an individual diagnosed with pericoronitis,,,HMP reference genome,AWVA00000000,1227275
485,1159208.3,Streptococcus mitis SPAR10,Streptococcus infantis,SPAR10,HP,2014-12-08T22:13:30.822Z,,Bacteremia,blood,,,Pneumococcal Multidrug Resistance And Vaccine Escape,ALCH00000000,1159208
486,1229783.3,Staphylococcus massiliensis S46,Staphylococcus massiliensis,S46,NHP,2014-12-08T22:13:26.475Z,,,healthy human skin,isolate from healthy human skin,,Bacterial isolate from healthy human skin.,AMSQ00000000,1229783
487,1441466.3,Staphylococcus aureus subsp. aureus AMRF1,Staphylococcus aureus,AMRF1,HP,2014-12-08T22:13:23.995Z,,,cornea,,,New clone of community-acquired MRSA characterized as ST22 causing ocular disease.;many frameshifted proteins,AZTC00000000,1441466
488,1212545.3,Staphylococcus arlettae CVD059,Staphylococcus arlettae,CVD059,HP,2014-12-08T22:12:57.251Z,,Mitral stenosis,blood from a patient with cardiovascular disease,,,Staphylococcus arlettae genome sequencing project was aimed at studying the pathogenomics of circulating human microbiome and their implication in cardiovasular diseases.,ALWK00000000,1212545
489,1175313.3,Rickettsia honei RB,Rickettsia honei,RB,HP,2014-12-08T22:12:44.172Z,,Flinders Island spotted fever,"febrile patient on Flinders Island, Australia","isolated from a febrile patient on Flinders Island, Australia in 1991, and has been proposed for Flinders Island spotted fever group (FISF) agent which is pathogenic for humans and is transmitted to human by tick bites",,"R. honei strain RB has been isolated from a febrile patient on Flinders Island, Australia in 1991, and has been proposed for Flinders Island spotted fever group (FISF) agent which is pathogenic for humans and is transmitted to human by tick bites.",AJTT00000000,1175313
490,1170698.3,Rhodococcus sp. R1101,Rhodococcus sp. R1101,,HP,2014-12-08T22:12:43.671Z,,Cavitary lung lesion,cavitary lung lesion,isolated from a cavitary lung lesion in an immunocompetent patient,,Rhodococcus sp. R1101 was isolated from a cavitary lung lesion in an immunocompetent patient.,AJVB00000000,1170698
491,1235457.3,Ralstonia sp. AU12-08,Ralstonia sp. AU12-08,AU12-08,HP,2014-12-08T22:12:41.998Z,,,IVC sample,,,Bacterial infection.,ASZV00000000,1235457
492,1005703.3,Propionibacterium sp. CC003-HC2,Propionibacterium sp. CC003-HC2,CC003-HC2,NHP,2014-12-08T22:12:35.172Z,,,Mogens Kilian; Human oral isolate,,,A reference genome for the Human Microbiome Project.,AFUK00000000,1005703
493,1211023.3,Porphyromonas gingivalis SJD2,Porphyromonas gingivalis,SJD2,HP,2014-12-08T22:12:33.064Z,,,subgingival dental plaque,,,"Porphyromonas gingivalis is an important pathogen of periodontal disease. Three widely studied type strains and one clinical strain of P. gingivalis have been genome-sequenced during the past decade. To analyze the pan-gemome of P. gingivalis, we sequenced several genomes of clinical strains of this species.",ASYL00000000,1211023
494,999419.3,Parabacteroides johnsonii CL02T12C29,Parabacteroides johnsonii,CL02T12C29,NHP,2014-12-08T22:12:30.526Z,,,feces from healthy adult,host id: CL02,,Reference genome for the Human Microbiome Project.,AGZP00000000,999419
495,1234597.4,Ochrobactrum intermedium M86,Ochrobactrum intermedium,M86,HP,2014-12-08T22:12:28.586Z,non ulcer gastric dyspesia,Functional dyspepsia,gastric biopsy,isolated from a patient with non ulcer gastric dyspesia,,The present study aims to study the genome organisation of Ochrobactrum intermedium M86 isolated from a patient with non ulcer gastric dyspesia.,AOGE00000000,1234597
496,1206730.4,Nocardia higoensis NBRC 100133,Nocardia higoensis,"NBRC 100133, IFM 10084",HP,2014-12-08T22:12:27.634Z,autohepatitis,,,,,Comparative genomics of clinical and environmental Nocardia isolates.,BAGA00000000,1206730
497,1206741.4,Nocardia concava NBRC 100430,Nocardia concava,"NBRC 100430, IFM 0354",HP,2014-12-08T22:12:27.563Z,,,,,,Comparative genomics of clinical and environmental Nocardia isolates,BAFX00000000,1206741
498,1206721.4,Nocardia asiatica NBRC 100129,Nocardia asiatica,"NBRC 100129, IFM 0245",HP,2014-12-08T22:12:27.501Z,,Nocardiosis,spetum; sputum,,,Comparative genomics of clinical and environmental Nocardia isolates,BAFS00000000,1206721
